id,key,value,type
356816782,state_id,48,gnis
356816782,name,Pool of Siloam Baptist Church,regular
356816782,religion,christian,regular
356816785,amenity,place_of_worship,regular
356816785,denomination,baptist,regular
356816785,ele,196,regular
356816785,county_id,029,gnis
356816785,created,12/03/2003,gnis
356816785,feature_id,2016191,gnis
356816785,state_id,48,gnis
356816785,name,Primera Iglesia Bautista Fundamental Mexicana Church,regular
356816785,religion,christian,regular
356816788,amenity,place_of_worship,regular
356816788,denomination,baptist,regular
356816788,ele,225,regular
356816788,county_id,029,gnis
356816788,created,12/03/2003,gnis
356816788,feature_id,2016192,gnis
356816788,state_id,48,gnis
356816788,name,Primitive Baptist Church,regular
356816788,religion,christian,regular
356816790,amenity,place_of_worship,regular
356816790,denomination,baptist,regular
356816790,ele,214,regular
356816790,county_id,029,gnis
356816790,created,12/03/2003,gnis
356816790,feature_id,2016193,gnis
356816790,state_id,48,gnis
356816790,name,Prince of Peace Baptist Church,regular
356816790,religion,christian,regular
356816792,amenity,place_of_worship,regular
356816792,denomination,baptist,regular
356816792,ele,205,regular
356816792,county_id,029,gnis
356816792,created,12/03/2003,gnis
356816792,feature_id,2016194,gnis
356816792,state_id,48,gnis
356816792,name,Progressive Missionary Baptist Church,regular
356816792,religion,christian,regular
356816794,amenity,place_of_worship,regular
356816794,denomination,baptist,regular
356816794,ele,222,regular
356816794,county_id,029,gnis
356816794,created,12/03/2003,gnis
356816794,feature_id,2016195,gnis
356816794,state_id,48,gnis
356816794,name,Providence Missionary Baptist Church,regular
356816794,religion,christian,regular
356816797,amenity,place_of_worship,regular
356816797,denomination,baptist,regular
356816797,ele,198,regular
356816797,county_id,029,gnis
356816797,created,12/03/2003,gnis
356816797,feature_id,2016196,gnis
356816797,state_id,48,gnis
356816797,name,Puerta La Hermosa Baptist Temple,regular
356816797,religion,christian,regular
356816799,amenity,place_of_worship,regular
356816799,denomination,baptist,regular
356816799,feature_id,2016197,gnis
356816799,name,Rainbow Hills Baptist Church,regular
356816799,religion,christian,regular
356816802,amenity,place_of_worship,regular
356816802,denomination,baptist,regular
356816802,ele,180,regular
356816802,county_id,029,gnis
356816802,created,12/03/2003,gnis
356816802,feature_id,2016198,gnis
356816802,state_id,48,gnis
356816802,name,Ravenhill Baptist Church,regular
356816802,religion,christian,regular
356816804,amenity,place_of_worship,regular
356816804,denomination,baptist,regular
356816804,ele,234,regular
356816804,county_id,029,gnis
356816804,created,12/03/2003,gnis
356816804,feature_id,2016199,gnis
356816804,state_id,48,gnis
356816804,name,Redeeming Grace Baptist Church,regular
356816804,religion,christian,regular
356816806,amenity,place_of_worship,regular
356816806,denomination,baptist,regular
356816806,ele,228,regular
356816806,county_id,029,gnis
356816806,created,12/03/2003,gnis
356816806,feature_id,2016200,gnis
356816806,state_id,48,gnis
356816806,name,Redemption Baptist Church,regular
356816806,religion,christian,regular
356816816,amenity,place_of_worship,regular
356816816,denomination,baptist,regular
356816816,ele,215,regular
356816816,county_id,029,gnis
356816816,created,12/03/2003,gnis
356816816,feature_id,2016202,gnis
356816816,state_id,48,gnis
356816816,name,Right Way Baptist Church,regular
356816816,religion,christian,regular
356816828,amenity,place_of_worship,regular
356816828,denomination,baptist,regular
356816828,ele,207,regular
356816828,county_id,029,gnis
356816828,created,12/03/2003,gnis
356816828,feature_id,2016203,gnis
356816828,state_id,48,gnis
356816828,name,Rising Star Missionary Baptist Church,regular
356816828,religion,christian,regular
356816834,amenity,place_of_worship,regular
356816834,denomination,baptist,regular
356816834,ele,197,regular
356816834,county_id,029,gnis
356816834,created,12/03/2003,gnis
356816834,feature_id,2016204,gnis
356816834,state_id,48,gnis
356816834,name,Saint James Baptist Church,regular
356816834,religion,christian,regular
356816838,amenity,place_of_worship,regular
356816838,denomination,baptist,regular
356816838,ele,189,regular
356816838,county_id,029,gnis
356816838,created,12/03/2003,gnis
356816838,feature_id,2016205,gnis
356816838,state_id,48,gnis
356816838,name,Saint Joseph Baptist Church,regular
356816838,religion,christian,regular
356816841,amenity,place_of_worship,regular
356816841,denomination,baptist,regular
356816841,ele,215,regular
356816841,county_id,029,gnis
356816841,created,12/03/2003,gnis
356816841,feature_id,2016206,gnis
356816841,state_id,48,gnis
356816841,name,Saint Paul Baptist Church,regular
356816841,religion,christian,regular
356816844,amenity,place_of_worship,regular
356816844,denomination,baptist,regular
356816844,ele,186,regular
356816844,county_id,029,gnis
356816844,created,12/03/2003,gnis
356816844,feature_id,2016207,gnis
356816844,state_id,48,gnis
356816844,name,Saint Peters Baptist Church,regular
356816844,religion,christian,regular
356816847,amenity,place_of_worship,regular
356816847,denomination,baptist,regular
356816847,ele,215,regular
356816847,county_id,029,gnis
356816847,created,12/03/2003,gnis
356816847,feature_id,2016208,gnis
356816847,state_id,48,gnis
356816847,name,Saint Phillips Baptist Church,regular
356816847,religion,christian,regular
356816850,amenity,place_of_worship,regular
356816850,denomination,baptist,regular
356816850,ele,231,regular
356816850,county_id,029,gnis
356816850,created,12/03/2003,gnis
356816850,feature_id,2016209,gnis
356816850,state_id,48,gnis
356816850,name,Saint Stephens Baptist Church,regular
356816850,religion,christian,regular
356816854,amenity,place_of_worship,regular
356816854,denomination,baptist,regular
356816854,ele,222,regular
356816854,county_id,029,gnis
356816854,created,12/03/2003,gnis
356816854,feature_id,2016210,gnis
356816854,state_id,48,gnis
356816854,name,San Antonio Baptist Deaf Mission Church,regular
356816854,religion,christian,regular
356816857,amenity,place_of_worship,regular
356816857,denomination,baptist,regular
356816857,ele,229,regular
356816857,county_id,029,gnis
356816857,created,12/03/2003,gnis
356816857,feature_id,2016211,gnis
356816857,state_id,48,gnis
356816857,name,San Antonio Korean Baptist Church,regular
356816857,religion,christian,regular
356816863,amenity,place_of_worship,regular
356816863,denomination,baptist,regular
356816863,ele,193,regular
356816863,county_id,029,gnis
356816863,created,12/03/2003,gnis
356816863,feature_id,2016213,gnis
356816863,state_id,48,gnis
356816863,name,Second Baptist Church,regular
356816863,religion,christian,regular
356816866,amenity,place_of_worship,regular
356816866,denomination,baptist,regular
356816866,ele,214,regular
356816866,county_id,029,gnis
356816866,created,12/03/2003,gnis
356816866,feature_id,2016214,gnis
356816866,state_id,48,gnis
356816866,name,Segunda Iglesia Bautista Mexicana Church,regular
356816866,religion,christian,regular
356816870,amenity,place_of_worship,regular
356816870,denomination,baptist,regular
356816870,ele,245,regular
356816870,county_id,029,gnis
356816870,created,12/03/2003,gnis
356816870,feature_id,2016216,gnis
356816870,state_id,48,gnis
356816870,name,Shearer Hills Baptist Church,regular
356816870,religion,christian,regular
356816872,amenity,place_of_worship,regular
356816872,denomination,baptist,regular
356816872,ele,212,regular
356816872,county_id,029,gnis
356816872,created,12/03/2003,gnis
356816872,feature_id,2016217,gnis
356816872,state_id,48,gnis
356816872,name,Shiloh Baptist Church,regular
356816872,religion,christian,regular
356816875,amenity,place_of_worship,regular
356816875,denomination,baptist,regular
356816875,ele,235,regular
356816875,county_id,029,gnis
356816875,created,12/03/2003,gnis
356816875,feature_id,2016218,gnis
356816875,state_id,48,gnis
356816875,name,Solo Cristo Salva Baptist Church,regular
356816875,religion,christian,regular
356816877,amenity,place_of_worship,regular
356816877,denomination,baptist,regular
356816877,ele,197,regular
356816877,county_id,029,gnis
356816877,created,12/03/2003,gnis
356816877,feature_id,2016219,gnis
356816877,state_id,48,gnis
356816877,name,South San Antonio Mexican Baptist Church,regular
356816877,religion,christian,regular
356816881,amenity,place_of_worship,regular
356816881,denomination,baptist,regular
356816881,ele,186,regular
356816881,county_id,029,gnis
356816881,created,12/03/2003,gnis
356816881,feature_id,2016221,gnis
356816881,state_id,48,gnis
356816881,name,Southwest Baptist Church,regular
356816881,religion,christian,regular
356816883,amenity,place_of_worship,regular
356816883,denomination,baptist,regular
356816883,ele,219,regular
356816883,county_id,029,gnis
356816883,created,12/03/2003,gnis
356816883,feature_id,2016222,gnis
356816883,state_id,48,gnis
356816883,name,Nueva Jerusalem Baptist Mission Church,regular
356816883,religion,christian,regular
356816888,amenity,place_of_worship,regular
356816888,denomination,baptist,regular
356816888,ele,201,regular
356816888,county_id,029,gnis
356816888,created,12/03/2003,gnis
356816888,feature_id,2016224,gnis
356816888,state_id,48,gnis
356816888,name,Owens Chapel Baptist Church,regular
356816888,religion,christian,regular
356816890,amenity,place_of_worship,regular
356816890,denomination,baptist,regular
356816890,ele,248,regular
356816890,county_id,029,gnis
356816890,created,12/03/2003,gnis
356816890,feature_id,2016225,gnis
356816890,state_id,48,gnis
356816890,name,Southwest Korean Baptist Church,regular
356816890,religion,christian,regular
356816893,amenity,place_of_worship,regular
356816893,denomination,baptist,regular
356816893,ele,187,regular
356816893,county_id,029,gnis
356816893,created,12/03/2003,gnis
356816893,feature_id,2016226,gnis
356816893,state_id,48,gnis
356816893,name,Starlight Missionary Baptist Church,regular
356816893,religion,christian,regular
356816895,amenity,place_of_worship,regular
356816895,denomination,baptist,regular
356816895,ele,201,regular
356816895,county_id,029,gnis
356816895,created,12/03/2003,gnis
356816895,feature_id,2016227,gnis
356816895,state_id,48,gnis
356816895,name,Strangers Temple Baptist Church,regular
356816895,religion,christian,regular
356816898,amenity,place_of_worship,regular
356816898,denomination,baptist,regular
356816898,ele,220,regular
356816898,county_id,029,gnis
356816898,created,12/03/2003,gnis
356816898,feature_id,2016228,gnis
356816898,state_id,48,gnis
356816898,name,Sunny Slope Baptist Church,regular
356816898,religion,christian,regular
356816906,amenity,place_of_worship,regular
356816906,denomination,baptist,regular
356816906,ele,184,regular
356816906,county_id,029,gnis
356816906,created,12/03/2003,gnis
356816906,feature_id,2016231,gnis
356816906,state_id,48,gnis
356816906,name,Temple Baptist Church,regular
356816906,religion,christian,regular
356816910,amenity,place_of_worship,regular
356816910,denomination,baptist,regular
356816910,ele,262,regular
356816910,county_id,029,gnis
356816910,created,12/03/2003,gnis
356816910,feature_id,2016233,gnis
356816910,state_id,48,gnis
356816910,name,True Vine Independent Baptist South West Mission Church,regular
356816910,religion,christian,regular
356816915,amenity,place_of_worship,regular
356816915,denomination,baptist,regular
356816915,ele,213,regular
356816915,county_id,029,gnis
356816915,created,12/03/2003,gnis
356816915,feature_id,2016235,gnis
356816915,state_id,48,gnis
356816915,name,True Vision Baptist Church,regular
356816915,religion,christian,regular
356816918,amenity,place_of_worship,regular
356816918,denomination,baptist,regular
356816918,ele,294,regular
356816918,county_id,029,gnis
356816918,created,12/03/2003,gnis
356816918,feature_id,2016236,gnis
356816918,state_id,48,gnis
356816918,name,University Baptist Church,regular
356816918,religion,christian,regular
356816920,amenity,place_of_worship,regular
356816920,denomination,baptist,regular
356816920,ele,217,regular
356816920,county_id,029,gnis
356816920,created,12/03/2003,gnis
356816920,feature_id,2016237,gnis
356816920,state_id,48,gnis
356816920,name,University Park Baptist Church,regular
356816920,religion,christian,regular
356816923,amenity,place_of_worship,regular
356816923,denomination,baptist,regular
356816923,ele,231,regular
356816923,county_id,029,gnis
356816923,created,12/03/2003,gnis
356816923,feature_id,2016238,gnis
356816923,state_id,48,gnis
356816923,name,Valley Hi First Baptist Church,regular
356816923,religion,christian,regular
356816925,amenity,place_of_worship,regular
356816925,denomination,baptist,regular
356816925,ele,181,regular
356816925,county_id,029,gnis
356816925,created,12/03/2003,gnis
356816925,feature_id,2016239,gnis
356816925,state_id,48,gnis
356816925,name,Ven A El Iglesia Bautista Church,regular
356816925,religion,christian,regular
356816932,amenity,place_of_worship,regular
356816932,denomination,baptist,regular
356816932,ele,251,regular
356816932,county_id,029,gnis
356816932,created,12/03/2003,gnis
356816932,feature_id,2016242,gnis
356816932,state_id,48,gnis
356816932,name,Weidner Road Baptist Church,regular
356816932,religion,christian,regular
356816934,amenity,place_of_worship,regular
356816934,denomination,baptist,regular
356816934,ele,217,regular
356816934,county_id,029,gnis
356816934,created,12/03/2003,gnis
356816934,feature_id,2016243,gnis
356816934,state_id,48,gnis
356816934,name,West Laurel Heights Baptist Church,regular
356816934,religion,christian,regular
356816936,amenity,place_of_worship,regular
356816936,denomination,baptist,regular
356816936,ele,207,regular
356816936,county_id,029,gnis
356816936,created,12/03/2003,gnis
356816936,feature_id,2016244,gnis
356816936,state_id,48,gnis
356816936,name,West Mount Nebo Baptist Church,regular
356816936,religion,christian,regular
356816938,amenity,place_of_worship,regular
356816938,denomination,baptist,regular
356816938,ele,219,regular
356816938,county_id,029,gnis
356816938,created,12/03/2003,gnis
356816938,feature_id,2016245,gnis
356816938,state_id,48,gnis
356816938,name,West Ridge Park First Baptist Church,regular
356816938,religion,christian,regular
356816941,amenity,place_of_worship,regular
356816941,denomination,baptist,regular
356816941,ele,212,regular
356816941,county_id,029,gnis
356816941,created,12/03/2003,gnis
356816941,feature_id,2016246,gnis
356816941,state_id,48,gnis
356816941,name,Westlawn Baptist Church,regular
356816941,religion,christian,regular
356816943,amenity,place_of_worship,regular
356816943,denomination,baptist,regular
356816943,ele,205,regular
356816943,county_id,029,gnis
356816943,created,12/03/2003,gnis
356816943,feature_id,2016247,gnis
356816943,state_id,48,gnis
356816943,name,White Robe Missionary Baptist Church,regular
356816943,religion,christian,regular
356816949,amenity,place_of_worship,regular
356816949,denomination,baptist,regular
356816949,ele,243,regular
356816949,county_id,029,gnis
356816949,created,12/03/2003,gnis
356816949,feature_id,2016248,gnis
356816949,state_id,48,gnis
356816949,name,Windcrest Baptist Church,regular
356816949,religion,christian,regular
356816954,amenity,place_of_worship,regular
356816954,denomination,baptist,regular
356816954,ele,235,regular
356816954,county_id,029,gnis
356816954,created,12/03/2003,gnis
356816954,feature_id,2016249,gnis
356816954,state_id,48,gnis
356816954,name,Woodlawn Hills Baptist Church,regular
356816954,religion,christian,regular
356816959,amenity,place_of_worship,regular
356816959,denomination,baptist,regular
356816959,ele,203,regular
356816959,county_id,029,gnis
356816959,created,12/03/2003,gnis
356816959,feature_id,2016250,gnis
356816959,state_id,48,gnis
356816959,name,Zion Star Baptist Church,regular
356816959,religion,christian,regular
356816974,amenity,place_of_worship,regular
356816974,denomination,baptist,regular
356816974,ele,191,regular
356816974,county_id,029,gnis
356816974,created,12/03/2003,gnis
356816974,feature_id,2016253,gnis
356816974,state_id,48,gnis
356816974,name,Grady Grandview Baptist Church,regular
356816974,religion,christian,regular
356816978,amenity,place_of_worship,regular
356816978,denomination,baptist,regular
356816978,ele,229,regular
356816978,county_id,029,gnis
356816978,created,12/03/2003,gnis
356816978,feature_id,2016254,gnis
356816978,state_id,48,gnis
356816978,name,Greater Galilee Baptist Church,regular
356816978,religion,christian,regular
356816980,amenity,place_of_worship,regular
356816980,denomination,baptist,regular
356816980,ele,201,regular
356816980,county_id,029,gnis
356816980,created,12/03/2003,gnis
356816980,feature_id,2016255,gnis
356816980,state_id,48,gnis
356816980,name,Greater Love Missionary Baptist Church,regular
356816980,religion,christian,regular
356816983,amenity,place_of_worship,regular
356816983,denomination,baptist,regular
356816983,ele,223,regular
356816983,county_id,029,gnis
356816983,created,12/03/2003,gnis
356816983,feature_id,2016256,gnis
356816983,state_id,48,gnis
356816983,name,Greater Mount Olive Baptist Church,regular
356816983,religion,christian,regular
356816985,amenity,place_of_worship,regular
356816985,denomination,baptist,regular
356816985,ele,210,regular
356816985,county_id,029,gnis
356816985,created,12/03/2003,gnis
356816985,feature_id,2016257,gnis
356816985,state_id,48,gnis
356816985,name,Greater New Mount Zion Baptist Church,regular
356816985,religion,christian,regular
356816987,amenity,place_of_worship,regular
356816987,denomination,baptist,regular
356816987,ele,187,regular
356816987,county_id,029,gnis
356816987,created,12/03/2003,gnis
356816987,feature_id,2016258,gnis
356816987,state_id,48,gnis
356816987,name,Greater Pilgrims Rest Baptist Church,regular
356816987,religion,christian,regular
356816990,amenity,place_of_worship,regular
356816990,denomination,baptist,regular
356816990,ele,262,regular
356816990,county_id,029,gnis
356816990,created,12/03/2003,gnis
356816990,feature_id,2016259,gnis
356816990,state_id,48,gnis
356816990,name,Harmony Hills Baptist Church,regular
356816990,religion,christian,regular
356816992,amenity,place_of_worship,regular
356816992,denomination,baptist,regular
356816992,ele,204,regular
356816992,county_id,029,gnis
356816992,created,12/03/2003,gnis
356816992,feature_id,2016260,gnis
356816992,state_id,48,gnis
356816992,name,Harper's Chapel Baptist Church,regular
356816992,religion,christian,regular
356816995,amenity,place_of_worship,regular
356816995,denomination,baptist,regular
356816995,ele,245,regular
356816995,county_id,029,gnis
356816995,created,12/03/2003,gnis
356816995,feature_id,2016261,gnis
356816995,state_id,48,gnis
356816995,name,Harvest Hill Baptist Church,regular
356816995,religion,christian,regular
356816997,amenity,place_of_worship,regular
356816997,denomination,baptist,regular
356816997,ele,199,regular
356816997,county_id,029,gnis
356816997,created,12/03/2003,gnis
356816997,feature_id,2016262,gnis
356816997,state_id,48,gnis
356816997,name,Hosack Avenue Baptist Church,regular
356816997,religion,christian,regular
356816999,amenity,place_of_worship,regular
356816999,denomination,baptist,regular
356816999,ele,220,regular
356816999,county_id,029,gnis
356816999,created,12/03/2003,gnis
356816999,feature_id,2016263,gnis
356816999,state_id,48,gnis
356816999,name,Iglesia Bautista Betania Church,regular
356816999,religion,christian,regular
356817002,amenity,place_of_worship,regular
356817002,denomination,baptist,regular
356817002,ele,205,regular
356817002,county_id,029,gnis
356817002,created,12/03/2003,gnis
356817002,feature_id,2016264,gnis
356817002,state_id,48,gnis
356817002,name,Iglesia Bautista Central Church,regular
356817002,religion,christian,regular
356817005,amenity,place_of_worship,regular
356817005,denomination,baptist,regular
356817005,ele,205,regular
356817005,county_id,029,gnis
356817005,created,12/03/2003,gnis
356817005,feature_id,2016265,gnis
356817005,state_id,48,gnis
356817005,name,Iglesia Bautista Cristo Rey Church,regular
356817005,religion,christian,regular
356817010,amenity,place_of_worship,regular
356817010,denomination,baptist,regular
356817010,ele,210,regular
356817010,county_id,029,gnis
356817010,created,12/03/2003,gnis
356817010,feature_id,2016266,gnis
356817010,state_id,48,gnis
356817010,name,Iglesia Bautista Eljordan Church,regular
356817010,religion,christian,regular
356817021,amenity,place_of_worship,regular
356817021,denomination,baptist,regular
356817021,ele,205,regular
356817021,county_id,029,gnis
356817021,created,12/03/2003,gnis
356817021,feature_id,2016267,gnis
356817021,state_id,48,gnis
356817021,name,Iglesia Bautista la Gracia Church,regular
356817021,religion,christian,regular
356817032,amenity,place_of_worship,regular
356817032,denomination,baptist,regular
356817032,ele,190,regular
356817032,county_id,029,gnis
356817032,created,12/03/2003,gnis
356817032,feature_id,2016268,gnis
356817032,state_id,48,gnis
356817032,name,Iglesia Bautista Oriente Church,regular
356817032,religion,christian,regular
356817042,amenity,place_of_worship,regular
356817042,denomination,baptist,regular
356817042,ele,191,regular
356817042,county_id,029,gnis
356817042,created,12/03/2003,gnis
356817042,feature_id,2016269,gnis
356817042,state_id,48,gnis
356817042,name,Iglesia Bautista Sur Zarzamora Church,regular
356817042,religion,christian,regular
356817056,amenity,place_of_worship,regular
356817056,denomination,baptist,regular
356817056,ele,215,regular
356817056,county_id,029,gnis
356817056,created,12/03/2003,gnis
356817056,feature_id,2016270,gnis
356817056,state_id,48,gnis
356817056,name,Israelite Baptist Church,regular
356817056,religion,christian,regular
356817072,amenity,place_of_worship,regular
356817072,denomination,baptist,regular
356817072,ele,199,regular
356817072,county_id,029,gnis
356817072,created,12/03/2003,gnis
356817072,feature_id,2016271,gnis
356817072,state_id,48,gnis
356817072,name,Jerusalem Baptist Church,regular
356817072,religion,christian,regular
356817081,amenity,place_of_worship,regular
356817081,denomination,baptist,regular
356817081,ele,189,regular
356817081,county_id,029,gnis
356817081,created,12/03/2003,gnis
356817081,feature_id,2016272,gnis
356817081,state_id,48,gnis
356817081,name,Jesus the Good Shepherd Baptist Church,regular
356817081,religion,christian,regular
356817093,amenity,place_of_worship,regular
356817093,denomination,baptist,regular
356817093,ele,203,regular
356817093,county_id,029,gnis
356817093,created,12/03/2003,gnis
356817093,feature_id,2016273,gnis
356817093,state_id,48,gnis
356817093,name,Joshua Baptist Church,regular
356817093,religion,christian,regular
356817108,amenity,place_of_worship,regular
356817108,denomination,baptist,regular
356817108,ele,220,regular
356817108,county_id,029,gnis
356817108,created,12/03/2003,gnis
356817108,feature_id,2016274,gnis
356817108,state_id,48,gnis
356817108,name,King Solomon Baptist Church,regular
356817108,religion,christian,regular
356817114,amenity,place_of_worship,regular
356817114,denomination,baptist,regular
356817114,ele,188,regular
356817114,county_id,029,gnis
356817114,created,12/03/2003,gnis
356817114,feature_id,2016275,gnis
356817114,state_id,48,gnis
356817114,name,Faith Baptist Church,regular
356817114,religion,christian,regular
356817121,amenity,place_of_worship,regular
356817121,denomination,baptist,regular
356817121,ele,229,regular
356817121,county_id,029,gnis
356817121,created,12/03/2003,gnis
356817121,feature_id,2016276,gnis
356817121,state_id,48,gnis
356817121,name,Faith Missionary Baptist Church,regular
356817121,religion,christian,regular
356817132,amenity,place_of_worship,regular
356817132,denomination,baptist,regular
356817132,ele,196,regular
356817132,county_id,029,gnis
356817132,created,12/03/2003,gnis
356817132,feature_id,2016277,gnis
356817132,state_id,48,gnis
356817132,name,Filadelfia Hispanic Baptist Church,regular
356817132,religion,christian,regular
356817148,amenity,place_of_worship,regular
356817148,denomination,baptist,regular
356817148,ele,196,regular
356817148,county_id,029,gnis
356817148,created,12/03/2003,gnis
356817148,feature_id,2016279,gnis
356817148,state_id,48,gnis
356817148,name,First Gethsemane Baptist Church,regular
356817148,religion,christian,regular
356817153,amenity,place_of_worship,regular
356817153,denomination,baptist,regular
356817153,ele,193,regular
356817153,county_id,029,gnis
356817153,created,12/03/2003,gnis
356817153,feature_id,2016280,gnis
356817153,state_id,48,gnis
356817153,name,First Mexican Baptist Church,regular
356817153,religion,christian,regular
356817160,amenity,place_of_worship,regular
356817160,denomination,baptist,regular
356817160,ele,220,regular
356817160,county_id,029,gnis
356817160,created,12/03/2003,gnis
356817160,feature_id,2016281,gnis
356817160,state_id,48,gnis
356817160,name,First Providence Baptist Church,regular
356817160,religion,christian,regular
356817169,amenity,place_of_worship,regular
356817169,denomination,baptist,regular
356817169,ele,232,regular
356817169,county_id,029,gnis
356817169,created,12/03/2003,gnis
356817169,feature_id,2016282,gnis
356817169,state_id,48,gnis
356817169,name,First Timothy Missionary Baptist Church,regular
356817169,religion,christian,regular
356817173,amenity,place_of_worship,regular
356817173,denomination,baptist,regular
356817173,ele,210,regular
356817173,county_id,029,gnis
356817173,created,12/03/2003,gnis
356817173,feature_id,2016283,gnis
356817173,state_id,48,gnis
356817173,name,Galilee Baptist Church,regular
356817173,religion,christian,regular
356817177,amenity,place_of_worship,regular
356817177,denomination,baptist,regular
356817177,ele,230,regular
356817177,county_id,029,gnis
356817177,created,12/03/2003,gnis
356817177,feature_id,2016284,gnis
356817177,state_id,48,gnis
356817177,name,Gateway Baptist Church,regular
356817177,religion,christian,regular
356817180,amenity,place_of_worship,regular
356817180,denomination,baptist,regular
356817180,ele,219,regular
356817180,county_id,029,gnis
356817180,created,12/03/2003,gnis
356817180,feature_id,2016285,gnis
356817180,state_id,48,gnis
356817180,name,Golden Gate Missionary Baptist Church,regular
356817180,religion,christian,regular
356817183,amenity,place_of_worship,regular
356817183,denomination,baptist,regular
356817183,ele,222,regular
356817183,county_id,029,gnis
356817183,created,12/03/2003,gnis
356817183,feature_id,2016286,gnis
356817183,state_id,48,gnis
356817183,name,Good Hope Missionary Baptist Church,regular
356817183,religion,christian,regular
356817185,amenity,place_of_worship,regular
356817185,denomination,baptist,regular
356817185,ele,205,regular
356817185,county_id,029,gnis
356817185,created,12/03/2003,gnis
356817185,feature_id,2016287,gnis
356817185,state_id,48,gnis
356817185,name,Good News Missionary Baptist Church,regular
356817185,religion,christian,regular
356817189,amenity,place_of_worship,regular
356817189,denomination,baptist,regular
356817189,ele,184,regular
356817189,county_id,029,gnis
356817189,created,12/03/2003,gnis
356817189,feature_id,2016288,gnis
356817189,state_id,48,gnis
356817189,name,Kingsborough Ridge Baptist Church,regular
356817189,religion,christian,regular
356817193,amenity,place_of_worship,regular
356817193,denomination,baptist,regular
356817193,ele,250,regular
356817193,county_id,029,gnis
356817193,created,12/03/2003,gnis
356817193,feature_id,2016289,gnis
356817193,state_id,48,gnis
356817193,name,Korean Central Baptist Church,regular
356817193,religion,christian,regular
356817202,amenity,place_of_worship,regular
356817202,denomination,baptist,regular
356817202,ele,261,regular
356817202,county_id,029,gnis
356817202,created,12/03/2003,gnis
356817202,feature_id,2016290,gnis
356817202,state_id,48,gnis
356817202,name,Landmark Baptist Church,regular
356817202,religion,christian,regular
356817210,amenity,place_of_worship,regular
356817210,denomination,baptist,regular
356817210,ele,229,regular
356817210,county_id,029,gnis
356817210,created,12/03/2003,gnis
356817210,feature_id,2016291,gnis
356817210,state_id,48,gnis
356817210,name,Liberty Baptist Church,regular
356817210,religion,christian,regular
356817219,amenity,place_of_worship,regular
356817219,denomination,baptist,regular
356817219,ele,233,regular
356817219,county_id,029,gnis
356817219,created,12/03/2003,gnis
356817219,feature_id,2016292,gnis
356817219,state_id,48,gnis
356817219,name,Lighthouse Baptist Church,regular
356817219,religion,christian,regular
356817223,amenity,place_of_worship,regular
356817223,denomination,baptist,regular
356817223,ele,247,regular
356817223,county_id,029,gnis
356817223,created,12/03/2003,gnis
356817223,feature_id,2016293,gnis
356817223,state_id,48,gnis
356817223,name,Living Springs Baptist Church,regular
356817223,religion,christian,regular
356817226,amenity,place_of_worship,regular
356817226,denomination,baptist,regular
356817226,ele,201,regular
356817226,county_id,029,gnis
356817226,created,12/03/2003,gnis
356817226,feature_id,2016294,gnis
356817226,state_id,48,gnis
356817226,name,Loma Alta Baptist Church,regular
356817226,religion,christian,regular
356817228,amenity,place_of_worship,regular
356817228,denomination,baptist,regular
356817228,ele,228,regular
356817228,county_id,029,gnis
356817228,created,12/03/2003,gnis
356817228,feature_id,2016295,gnis
356817228,state_id,48,gnis
356817228,name,Macedonia Baptist Church,regular
356817228,religion,christian,regular
356817230,amenity,place_of_worship,regular
356817230,denomination,baptist,regular
356817230,ele,211,regular
356817230,county_id,029,gnis
356817230,created,12/03/2003,gnis
356817230,feature_id,2016296,gnis
356817230,state_id,48,gnis
356817230,name,Maranatha Baptist Church,regular
356817230,religion,christian,regular
356817233,amenity,place_of_worship,regular
356817233,denomination,baptist,regular
356817233,ele,181,regular
356817233,county_id,029,gnis
356817233,created,12/03/2003,gnis
356817233,feature_id,2016297,gnis
356817233,state_id,48,gnis
356817233,name,March Avenue Baptist Church,regular
356817233,religion,christian,regular
356817238,amenity,place_of_worship,regular
356817238,denomination,baptist,regular
356817238,ele,271,regular
356817238,county_id,029,gnis
356817238,created,12/03/2003,gnis
356817238,feature_id,2016298,gnis
356817238,state_id,48,gnis
356817238,name,Marshall Baptist Church,regular
356817238,religion,christian,regular
356817242,amenity,place_of_worship,regular
356817242,denomination,baptist,regular
356817242,ele,193,regular
356817242,county_id,029,gnis
356817242,created,12/03/2003,gnis
356817242,feature_id,2016299,gnis
356817242,state_id,48,gnis
356817242,name,McCauley Baptist Church,regular
356817242,religion,christian,regular
356817246,amenity,place_of_worship,regular
356817246,denomination,baptist,regular
356817246,ele,202,regular
356817246,county_id,029,gnis
356817246,created,12/03/2003,gnis
356817246,feature_id,2016300,gnis
356817246,state_id,48,gnis
356817246,name,Memorial Baptist Church,regular
356817246,religion,christian,regular
356817268,amenity,place_of_worship,regular
356817268,denomination,baptist,regular
356817268,ele,193,regular
356817268,county_id,029,gnis
356817268,created,12/03/2003,gnis
356817268,feature_id,2016303,gnis
356817268,state_id,48,gnis
356817268,name,Mount Calvary Baptist Church,regular
356817268,religion,christian,regular
356817273,amenity,place_of_worship,regular
356817273,denomination,baptist,regular
356817273,ele,202,regular
356817273,county_id,029,gnis
356817273,created,12/03/2003,gnis
356817273,feature_id,2016304,gnis
356817273,state_id,48,gnis
